task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_own,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 0.42935349272709883, ""bias_coordinate"": 0.007057045114089732}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10320044882445364}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03169986949678553}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_template,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 1.198376468040577, ""bias_coordinate"": 0.08489960643456189}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 1.2894923821653874, ""bias_coordinate"": 0.07971161719866035}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 1.0885834184755656, ""bias_coordinate"": -0.00998927619785931}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_pairing,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 2.790108779109592, ""bias_coordinate"": 0.23198476821487826}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 3.0268776099616104, ""bias_coordinate"": 0.21848596980557336}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 2.2966692100472725, ""bias_coordinate"": -0.035224237374074346}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_shift,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 1.2143350287976142, ""bias_coordinate"": 0.0713674169705856}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 2.4893608233961615, ""bias_coordinate"": 0.21523689754949948}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 1.927184513471425, ""bias_coordinate"": -0.04745651771503205}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 0.3917964814001578, ""bias_coordinate"": -0.00403970212267708}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 0.18532945433765055, ""bias_coordinate"": -0.015973950191965944}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 0.40787801813476837, ""bias_coordinate"": 0.01070485858239316}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_own,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09894527975214144}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 0.21405292056815392, ""bias_coordinate"": -0.01862560262860862}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 0.3591173063291815, ""bias_coordinate"": 0.009478703444490987}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_template,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 0.8156487657613611, ""bias_coordinate"": 0.04709714768331785}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 0.5034124229046278, ""bias_coordinate"": -0.041590048438771746}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 0.5476127375751283, ""bias_coordinate"": 0.014744623235019665}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_pairing,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 0.9101110970820091, ""bias_coordinate"": 0.008400547927896795}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 0.8177699515227831, ""bias_coordinate"": -0.028333118881706684}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 0.8280162162050377, ""bias_coordinate"": 0.007777192625509513}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_shift,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09894527975214144, ""nrmse"": 0.56425667328647, ""bias_coordinate"": 0.00047639841847721523}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10320044882445364, ""nrmse"": 0.17226681046694362, ""bias_coordinate"": -0.01384660889725499}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03169986949678553, ""nrmse"": 0.40788737275561415, ""bias_coordinate"": 0.0107425793594441}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,full,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.4384687280390868, ""bias_coordinate"": -0.00945364601574808}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.18112406601100012, ""bias_coordinate"": -0.014018303108201563}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.14853993208202304, ""bias_coordinate"": 0.0027019423316719405}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,EEG_only,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.4532582761650273, ""bias_coordinate"": -0.009670045221416217}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,fNIRS_only,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.10890934854028662, ""bias_coordinate"": -0.008861157998713457}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.12708952456628186, ""bias_coordinate"": 0.0020961543774560953}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,all_missing,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.43029495236361504, ""bias_coordinate"": -0.008119865127204254}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.18329675500236847, ""bias_coordinate"": -0.014163171217060504}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.15185822870626192, ""bias_coordinate"": 0.0027844803528058555}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_own,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.42783608090200376, ""bias_coordinate"": -0.006282952691663931}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_template,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 1.141947843268129, ""bias_coordinate"": -0.059395485367782275}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 1.1182698788769518, ""bias_coordinate"": 0.01824660918718052}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 1.26301564392875, ""bias_coordinate"": -0.019773706625939733}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_pairing,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 1.395387210397527, ""bias_coordinate"": -0.054000734445280724}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 1.4357823536867698, ""bias_coordinate"": 0.0026457864456232495}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 1.4912009644578126, ""bias_coordinate"": -0.011599606522902652}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.44177066444960317, ""bias_coordinate"": -0.010985789631047377}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.2038878609550748, ""bias_coordinate"": -0.01558674953076903}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.1500501948264048, ""bias_coordinate"": 0.0029284531867596335}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_own,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.13123141490519466, ""bias_coordinate"": -0.009962949618656975}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.13969207655299237, ""bias_coordinate"": 0.0025120349166191927}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_template,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.6016092806002217, ""bias_coordinate"": -0.013383706696383928}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.23669121887908767, ""bias_coordinate"": -0.014200541124316764}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.2826045023152819, ""bias_coordinate"": 0.006406617723801687}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_pairing,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.5961587133151912, ""bias_coordinate"": -0.008042006994167423}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.21194464674969113, ""bias_coordinate"": -0.016275612478236872}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.23015182269689669, ""bias_coordinate"": 0.004752025326469386}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_shift,O0,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.718813834952686, ""bias_coordinate"": -0.03792281695417179}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.0951718054763226, ""bias_coordinate"": -0.002695386336173709}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.1044449051328594, ""bias_coordinate"": 0.001048872898201907}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,full,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.4384687280390868, ""bias_coordinate"": -0.00945364601574808}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.18112406601100012, ""bias_coordinate"": -0.014018303108201563}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.14853993208202304, ""bias_coordinate"": 0.0027019423316719405}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,EEG_only,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.4532582761650273, ""bias_coordinate"": -0.009670045221416217}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,fNIRS_only,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.10890934854028662, ""bias_coordinate"": -0.008861157998713457}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.12708952456628186, ""bias_coordinate"": 0.0020961543774560953}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,all_missing,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_EEG,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.43029495236361504, ""bias_coordinate"": -0.008119865127204254}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.18329675500236847, ""bias_coordinate"": -0.014163171217060504}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.15185822870626192, ""bias_coordinate"": 0.0027844803528058555}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_own,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.42783608090200376, ""bias_coordinate"": -0.006282952691663931}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.10213156842598702}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.030601551413157676}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_template,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 1.141947843268129, ""bias_coordinate"": -0.059395485367782275}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 1.1182698788769518, ""bias_coordinate"": 0.01824660918718052}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 1.26301564392875, ""bias_coordinate"": -0.019773706625939733}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_pairing,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 1.395387210397527, ""bias_coordinate"": -0.054000734445280724}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 1.4357823536867698, ""bias_coordinate"": 0.0026457864456232495}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 1.4912009644578126, ""bias_coordinate"": -0.011599606522902652}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.44177066444960317, ""bias_coordinate"": -0.010985789631047377}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.2038878609550748, ""bias_coordinate"": -0.01558674953076903}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.1500501948264048, ""bias_coordinate"": 0.0029284531867596335}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_own,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09146401692732739}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.13123141490519466, ""bias_coordinate"": -0.009962949618656975}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.13969207655299237, ""bias_coordinate"": 0.0025120349166191927}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_template,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.6016092806002217, ""bias_coordinate"": -0.013383706696383928}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.23669121887908767, ""bias_coordinate"": -0.014200541124316764}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.2826045023152819, ""bias_coordinate"": 0.006406617723801687}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_pairing,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.5961587133151912, ""bias_coordinate"": -0.008042006994167423}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.21194464674969113, ""bias_coordinate"": -0.016275612478236872}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.23015182269689669, ""bias_coordinate"": 0.004752025326469386}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_shift,O0,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09146401692732739, ""nrmse"": 0.718813834952686, ""bias_coordinate"": -0.03792281695417179}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.10213156842598702, ""nrmse"": 0.0951718054763226, ""bias_coordinate"": -0.002695386336173709}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.030601551413157676, ""nrmse"": 0.1044449051328594, ""bias_coordinate"": 0.001048872898201907}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,full,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.41521826478360985, ""bias_coordinate"": -0.009709269510054285}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.08240558018602111, ""bias_coordinate"": -0.00026794706209547957}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.10163332179333794, ""bias_coordinate"": -0.000622564609660498}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,EEG_only,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.8580867035768819, ""bias_coordinate"": -0.04701778929060832}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,fNIRS_only,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.09214437825993034, ""bias_coordinate"": -0.0013902037001080438}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.116663632053637, ""bias_coordinate"": -0.0006959070234056446}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,all_missing,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
