task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08163863378920375}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04098651324089649}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.01183994447753481}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.4939086623788638, ""bias_coordinate"": 0.013025100799723107}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.18029728153368157, ""bias_coordinate"": -0.004736216370923225}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.11924739411239509, ""bias_coordinate"": -0.0009326599030010043}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.6796416876952073, ""bias_coordinate"": -0.024761728908216638}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.04098651324089649}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.01183994447753481}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.8632135740191991, ""bias_coordinate"": 0.0356859576773391}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 1.6338620723296347, ""bias_coordinate"": 0.047894917483761984}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 1.4368253065318453, ""bias_coordinate"": -0.00918980124017107}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 1.0856223094359936, ""bias_coordinate"": 0.05634380200464217}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 1.6885145463849178, ""bias_coordinate"": 0.021043933277514564}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 2.00154965083308, ""bias_coordinate"": -0.005914424604880101}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 1.066667327428842, ""bias_coordinate"": 0.045771753962758684}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 2.4322497265395002, ""bias_coordinate"": 0.07767288587885994}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 2.3575226783677596, ""bias_coordinate"": -0.019497017972443336}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.5045444114209914, ""bias_coordinate"": 0.014628655913122965}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.18510181159370234, ""bias_coordinate"": -0.004629340993956245}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.14710926231558497, ""bias_coordinate"": -0.0008880816948615088}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08163863378920375}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.11856129187998808, ""bias_coordinate"": 0.0013346261816999533}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.20580695986959263, ""bias_coordinate"": -0.0012132475104181058}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.9569224865912899, ""bias_coordinate"": 0.03222416232288015}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.23082519735379983, ""bias_coordinate"": 0.004775484062875561}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.36222148154760364, ""bias_coordinate"": -0.002072912113022058}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.8524659195548367, ""bias_coordinate"": 0.027029755387603032}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.09648135052488978, ""bias_coordinate"": 0.0003051217538953414}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.288078029343005, ""bias_coordinate"": -0.0018171511348458883}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__16__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08163863378920375, ""nrmse"": 0.9092665603337492, ""bias_coordinate"": 0.02223843023809626}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.04098651324089649, ""nrmse"": 0.28737139546421236, ""bias_coordinate"": 0.005576125780359485}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.01183994447753481, ""nrmse"": 0.35003744337944376, ""bias_coordinate"": -0.001829588351490211}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.4780744842200198, ""bias_coordinate"": 0.012396463532258177}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.06077732172819372, ""bias_coordinate"": 0.0009664237312648538}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.1923595917872739, ""bias_coordinate"": 0.001759935902779569}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,EEG_only,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.4674030835442109, ""bias_coordinate"": 0.0004934211319903529}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.041668427876229985}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.013099510983985384}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,fNIRS_only,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07510995094798721}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.05824256460480367, ""bias_coordinate"": 0.0008268207884050277}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.1821745617125331, ""bias_coordinate"": 0.0017306118814706779}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07510995094798721}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.041668427876229985}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.013099510983985384}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.4894831758002794, ""bias_coordinate"": 0.014000392604597824}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.060894594210033404, ""bias_coordinate"": 0.000676767983566602}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.20226901919162332, ""bias_coordinate"": 0.0018689148230426889}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.508567295161287, ""bias_coordinate"": -0.00204841448030184}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.041668427876229985}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.013099510983985384}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 1.1136416517410448, ""bias_coordinate"": 0.04944448761614443}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 1.3383671327247408, ""bias_coordinate"": -0.04324026332598495}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 1.8419891750369715, ""bias_coordinate"": 0.021178548503920622}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 1.2464717370089125, ""bias_coordinate"": 0.008653295564686796}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 3.258956006741409, ""bias_coordinate"": -0.10675619733890081}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 3.8470592985274705, ""bias_coordinate"": 0.04144177717487951}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.9165411971768646, ""bias_coordinate"": 0.019466664316811245}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 2.56151727192817, ""bias_coordinate"": -0.08741231973573246}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 2.392531426585438, ""bias_coordinate"": 0.02515937421360113}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.4787893057700033, ""bias_coordinate"": 0.013008633573393047}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.07351380258478596, ""bias_coordinate"": 0.0015787911077151376}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.18480238331699952, ""bias_coordinate"": 0.0015252527118907845}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07510995094798721}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.07055103874794036, ""bias_coordinate"": 0.0015245003536354163}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.16810173644953463, ""bias_coordinate"": 0.001463229885322512}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.9421357661424217, ""bias_coordinate"": 0.030829054672278013}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.16061880054840555, ""bias_coordinate"": -0.0038513735021244028}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.34392072514892674, ""bias_coordinate"": 0.003573140192295759}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.7587584414729328, ""bias_coordinate"": 0.010174876492907976}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.10913384425032438, ""bias_coordinate"": -0.0008437655291745863}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.27722931740386064, ""bias_coordinate"": 0.0026218193035765867}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__0__O2__20__baseline,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",0,synthetic__gain__gain_low__0/session_05/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07510995094798721, ""nrmse"": 0.7406022828881449, ""bias_coordinate"": 0.021033704304725353}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.041668427876229985, ""nrmse"": 0.08538583762856361, ""bias_coordinate"": -0.0007496701555034207}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.013099510983985384, ""nrmse"": 0.19639822004848662, ""bias_coordinate"": 0.0018777353506037602}}"
v3_assessment__S3_synthetic__synthetic__gain__gain_low__1__O2__0__baseline,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,baseline,"{""id"": ""gain_low"", ""law"": ""nonlinear_gaussian"", ""gain"": 0.75}",1,synthetic__gain__gain_low__1/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07780919449041729, ""nrmse"": 0.47677771632668053, ""bias_coordinate"": -0.00046469237897264423}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03988592469237247, ""nrmse"": 0.10934606476255346, ""bias_coordinate"": -0.0019717516282238166}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.012038409640218205, ""nrmse"": 0.20600556699016234, ""bias_coordinate"": 0.0008489202909407518}}"
