task_id,family,solver,fit_calls_lower_bound,optimizer_starts,optimizer_evaluations,interrupted_call_possible,reused_task,elapsed_seconds,peak_rss_bytes
v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__16__baseline,0.05270099104382098,712814592
v3_selected__S3_synthetic__synthetic__gain__w_high__2__0__O2__16,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__16__baseline,0.04237581405322999,722178048
v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__20__baseline,0.05063241702737287,712814592
v3_selected__S3_synthetic__synthetic__gain__w_high__2__0__O2__20,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__2__O2__20__baseline,0.040321815002243966,722178048
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__0__baseline,0.04334734898293391,712814592
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__0,S3_synthetic,O2,14,28,234,False,,22.370814031979535,722178048
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__4__baseline,0.05048352398443967,712814592
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__4,S3_synthetic,O2,14,28,228,False,,21.64577157702297,712814592
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__8__baseline,0.04205652902601287,1103720448
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__8,S3_synthetic,O2,14,28,250,False,,23.013230376993306,1103720448
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__12__baseline,0.046484382008202374,718983168
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__12,S3_synthetic,O2,14,28,267,False,,24.881265345029533,718983168
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__16__baseline,0.0453754510381259,1102057472
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__16,S3_synthetic,O2,14,28,318,False,,27.214066234009806,1102057472
v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__w_high__3__O2__20__baseline,0.046950703021138906,717848576
v3_selected__S3_synthetic__synthetic__gain__w_high__3__0__O2__20,S3_synthetic,O2,14,28,300,False,,25.5234684330062,717848576
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__0__baseline,0.04702487599570304,717701120
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__0,S3_synthetic,O2,14,28,256,False,,22.67585421196418,717701120
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__4__baseline,0.04480710596544668,863010816
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__4,S3_synthetic,O2,14,28,327,False,,29.003909090009984,863010816
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__8__baseline,0.046913220023270696,1099665408
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__8,S3_synthetic,O2,14,28,261,False,,23.425135498982854,1099665408
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__12__baseline,0.059224394033662975,715042816
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__12,S3_synthetic,O2,14,28,244,False,,22.59993178001605,715042816
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__16__baseline,0.042298292042687535,713535488
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__16,S3_synthetic,O2,14,28,296,False,,26.091397421027068,713981952
v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__0__O2__20__baseline,0.047336548974271864,716447744
v3_selected__S3_synthetic__synthetic__gain__gw_low__0__0__O2__20,S3_synthetic,O2,14,28,274,False,,24.206408441998065,716447744
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__0__baseline,0.059396914031822234,718868480
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__0,S3_synthetic,O2,14,28,244,False,,22.481804362963885,718868480
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__4__baseline,0.046578763984143734,716615680
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__4,S3_synthetic,O2,14,28,252,False,,23.25866675004363,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__8__baseline,0.05987411900423467,716615680
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__8,S3_synthetic,O2,14,28,244,False,,22.64600354497088,716615680
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__12__baseline,0.04756115301279351,722178048
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__12,S3_synthetic,O2,14,28,282,False,,26.13885486201616,722178048
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__16__baseline,0.04420906899031252,1103720448
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__16,S3_synthetic,O2,14,28,297,False,,26.26296633394668,1103720448
v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__1__O2__20__baseline,0.046711200033314526,714645504
v3_selected__S3_synthetic__synthetic__gain__gw_low__1__0__O2__20,S3_synthetic,O2,14,28,318,False,,28.800720217986964,714645504
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__0__baseline,0.0475294420029968,717701120
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__0,S3_synthetic,O2,14,28,302,False,,25.9120231300476,717701120
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__4__baseline,0.04805847199168056,718983168
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__4,S3_synthetic,O2,14,28,284,False,,26.064836671983358,718983168
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__8__baseline,0.044816631998401135,717848576
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__8,S3_synthetic,O2,14,28,308,False,,26.350602209975477,717848576
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__12__baseline,0.0663123709964566,1099665408
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__12,S3_synthetic,O2,14,28,254,False,,22.304456279962324,1102057472
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__16__baseline,0.04730170697439462,1099665408
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__16,S3_synthetic,O2,14,28,244,False,,21.979354358976707,1099665408
v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__2__O2__20__baseline,0.04469876503571868,863010816
v3_selected__S3_synthetic__synthetic__gain__gw_low__2__0__O2__20,S3_synthetic,O2,14,28,308,False,,27.49966862995643,863010816
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__0__baseline,0.058595588023308665,715042816
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__0,S3_synthetic,O2,14,28,262,False,,23.24687977397116,715042816
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__4__baseline,0.04687545698834583,723369984
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__4,S3_synthetic,O2,14,28,274,False,,25.052793739014305,723369984
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__8__baseline,0.05991523899137974,718868480
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__8,S3_synthetic,O2,14,28,283,False,,25.623395394999534,718868480
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__12__baseline,0.044659863982815295,716447744
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__12,S3_synthetic,O2,14,28,234,False,,21.22195414500311,716447744
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__16__baseline,0.06235162902157754,716615680
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__16,S3_synthetic,O2,14,28,259,False,,23.992805913032498,716615680
v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_low__3__O2__20__baseline,0.05593820899957791,713981952
v3_selected__S3_synthetic__synthetic__gain__gw_low__3__0__O2__20,S3_synthetic,O2,14,28,289,False,,25.643981594010256,713981952
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__0__baseline,0.04677851201267913,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__0,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__0__baseline,0.061044019006658345,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__4__baseline,0.04449423303594813,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__4,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__4__baseline,0.05871577997459099,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__8__baseline,0.04229637299431488,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__8,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__8__baseline,0.060908743005711585,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__12__baseline,0.0515857029822655,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__12,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__12__baseline,0.06280067097395658,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__16__baseline,0.043509888055268675,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__16,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__16__baseline,0.04673711903160438,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__20__baseline,0.05542395601514727,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__0__0__O2__20,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__0__O2__20__baseline,0.04300392000004649,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__0__baseline,0.04290050297277048,712814592
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__0,S3_synthetic,O2,14,28,570,False,,48.87884340499295,712814592
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__baseline,0.043326145969331264,722178048
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,S3_synthetic,O2,14,28,408,False,,36.19565654499456,722178048
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__8__baseline,0.0462818979867734,1103720448
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__8,S3_synthetic,O2,14,28,263,False,,23.801176629029214,1103720448
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__12__baseline,0.04611068498343229,1099665408
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__12,S3_synthetic,O2,14,28,234,False,,21.19871908298228,1099665408
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__16__baseline,0.046296051994431764,1102057472
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__16,S3_synthetic,O2,14,28,240,False,,21.28980716096703,717701120
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__20__baseline,0.04243126302026212,1102057472
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__20,S3_synthetic,O2,14,28,261,False,,22.801906254026107,1102057472
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__0__baseline,0.047316644981037825,714645504
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__0,S3_synthetic,O2,14,28,322,False,,29.03888971201377,714645504
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__4__baseline,0.06193118804367259,718983168
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__4,S3_synthetic,O2,14,28,291,False,,26.866417347977404,718983168
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__8__baseline,0.042665568995289505,717848576
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__8,S3_synthetic,O2,14,28,277,False,,24.064431784965564,717848576
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__12__baseline,0.06020161998458207,715042816
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__12,S3_synthetic,O2,14,28,256,False,,23.011856797966175,715042816
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__16__baseline,0.06541950500104576,863010816
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__16,S3_synthetic,O2,14,28,262,False,,23.861973033985123,863010816
v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__2__O2__20__baseline,0.04843272897414863,716447744
v3_selected__S3_synthetic__synthetic__gain__gw_high__2__0__O2__20,S3_synthetic,O2,14,28,324,False,,28.08148017700296,716447744
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__0__baseline,0.04451818799134344,723369984
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__0,S3_synthetic,O2,14,28,276,False,,25.36556860600831,723369984
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__4__baseline,0.060052407963667065,718868480
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__4,S3_synthetic,O2,14,28,244,False,,22.765743019001093,718868480
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__8__baseline,0.06186669197632,716615680
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__8,S3_synthetic,O2,14,28,266,False,,24.441264559980482,716615680
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__12__baseline,0.04783087800024077,713981952
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__12,S3_synthetic,O2,14,28,474,False,,39.847993737028446,713981952
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__16__baseline,0.0429547390085645,1103720448
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__16,S3_synthetic,O2,14,28,279,False,,25.130408852011897,1103720448
v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__gw_high__3__O2__20__baseline,0.0706369070103392,1099665408
v3_selected__S3_synthetic__synthetic__gain__gw_high__3__0__O2__20,S3_synthetic,O2,14,28,289,False,,25.367124787997454,1099665408
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__0__baseline,0.04458339198026806,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__0,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__0__baseline,0.04264471202623099,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__4__baseline,0.03994466195581481,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__4,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__4__baseline,0.042575272964313626,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__8__baseline,0.04279041400877759,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__8,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__8__baseline,0.042870995006524026,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__12__baseline,0.04112847399665043,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__12,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__12__baseline,0.0420891490066424,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__16__baseline,0.042689224996138364,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__16,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__16__baseline,0.04122333595296368,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__20__baseline,0.0423828269704245,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__0__0__O2__20,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__0__O2__20__baseline,0.039808256027754396,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__0__baseline,0.042761003016494215,717701120
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__0,S3_synthetic,O2,14,28,268,False,,23.50779554800829,717701120
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__4__baseline,0.04555385198909789,1102057472
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__4,S3_synthetic,O2,14,28,313,False,,26.774741253000684,1102057472
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__8__baseline,0.043156396015547216,717848576
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__8,S3_synthetic,O2,14,28,316,False,,26.82191195798805,717848576
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__12__baseline,0.060995680978521705,718983168
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__12,S3_synthetic,O2,14,28,276,False,,25.553464292024728,718983168
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__16__baseline,0.07117897603893653,715042816
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__16,S3_synthetic,O2,14,28,321,False,,27.654401717998553,715042816
v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__1__O2__20__baseline,0.04722428898094222,714645504
v3_selected__S3_synthetic__synthetic__gain__student_t__1__0__O2__20,S3_synthetic,O2,14,28,258,False,,24.043753103993367,714645504
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__0__baseline,0.04712490102974698,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__0,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__0__baseline,0.04233577399281785,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__4__baseline,0.04269898199709132,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__4,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__4__baseline,0.041370633989572525,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__8__baseline,0.04226026200922206,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__8,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__8__baseline,0.039870337990578264,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__12__baseline,0.04142578097525984,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__12,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__12__baseline,0.04222800402203575,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__16__baseline,0.040718659991398454,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__16,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__16__baseline,0.041872766974847764,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__20__baseline,0.04060517199104652,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__2__0__O2__20,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__2__O2__20__baseline,0.041648186976090074,722178048
